custAge,profession,marital,schooling,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,pmonths,pastEmail,id,predict_SVM,predict_randomForest,predict_logistic,Final
43.72104104,4,1,6,0,1,1,0,7,1,1,999,0,1,-0.1,93.2,-42,4.191,5195.8,999,0,3704,0,0,0,0
32,1,1,2,0,0,0,1,3,3,5,999,0,1,1.4,93.918,-42.7,4.961,5228.1,999,0,3705,0,0,0,0
42.59699575,4,1,6,0,0,0,1,4,3,13,999,0,1,1.4,94.465,-41.8,4.864,5228.1,999,0,3706,0,0,0,0
34.13913043,0,2,3,0,0,0,0,6,4,3,999,0,1,-1.8,92.893,-46.2,1.27,5099.1,999,0,3707,0,0,0,0
40.16788284,0,2,3,0,1,0,0,7,1,1,999,1,0,-0.1,93.2,-42,4.191,5195.8,999,0,3708,0,0,0,0
26,1,2,5,0,1,0,0,3,4,2,999,0,1,1.4,93.918,-42.7,4.963,5228.1,999,0,3709,0,0,0,0
41.40706114,1,1,2,0,0,0,1,3,4,2,999,0,1,1.4,93.918,-42.7,4.956,5228.1,999,0,3710,0,0,0,0
39,1,1,0,0,1,1,0,3,3,5,999,0,1,1.4,93.918,-42.7,4.961,5228.1,999,0,3711,0,0,0,0
38.1664358,9,1,3,0,0,0,0,1,3,1,999,0,1,1.4,93.444,-36.1,4.963,5228.1,999,0,3712,0,0,0,0
42,2,1,0,0,1,0,0,6,1,1,999,0,1,-1.8,92.893,-46.2,1.264,5099.1,999,0,3713,0,0,0,0
42,1,2,3,0,1,0,0,3,1,5,999,0,1,1.4,93.918,-42.7,4.96,5228.1,999,0,3714,0,0,0,0
37,3,1,0,0,1,0,0,1,4,1,999,0,1,1.4,93.444,-36.1,4.965,5228.1,999,0,3715,0,0,0,0
37,0,1,6,0,1,1,0,0,2,1,999,0,1,-1.8,93.749,-34.6,0.644,5008.7,999,0,3716,0,1,1,1
38.04914523,0,2,6,0,0,0,1,6,1,1,999,0,1,1.1,93.994,-36.4,4.857,5191,999,0,3717,0,0,0,0
58,0,0,3,0,0,0,0,3,0,2,999,0,1,1.4,93.918,-42.7,4.963,5228.1,999,0,3718,0,0,0,0
54,0,1,6,0,0,0,0,4,4,2,999,0,1,-2.9,92.963,-40.8,1.26,5076.2,999,0,3719,0,1,0,0
51,0,0,2,0,1,0,1,6,1,1,999,0,1,1.1,93.994,-36.4,4.857,5191,999,0,3720,0,0,0,0
30,10,1,2,0,0,0,0,3,0,2,999,0,1,1.4,93.918,-42.7,4.963,5228.1,999,0,3721,0,0,0,0
29,9,1,5,0,1,0,0,1,2,2,999,0,1,1.4,93.444,-36.1,4.962,5228.1,999,0,3722,0,0,0,0
25,1,1,5,0,0,0,1,6,0,2,999,0,1,1.1,93.994,-36.4,4.855,5191,999,0,3723,0,0,0,0
43,0,1,6,0,0,1,0,1,3,3,13,1,2,-2.9,92.201,-31.4,0.838,5076.2,0.433333333,3,3724,1,1,1,1
32,0,2,6,0,0,0,1,6,2,1,999,0,1,1.1,93.994,-36.4,4.86,5191,999,0,3725,0,0,0,0
29,1,2,2,0,0,0,1,6,0,2,999,0,1,1.1,93.994,-36.4,4.855,5191,999,0,3726,0,0,0,0
49,0,2,1,0,1,1,0,0,0,2,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,999,0,3727,0,0,0,0
37,3,2,2,0,1,0,0,6,2,2,999,0,1,-1.8,92.893,-46.2,1.266,5099.1,999,0,3728,0,0,0,0
33,0,1,6,0,1,0,0,0,4,1,6,1,2,-1.8,93.749,-34.6,0.654,5008.7,0.2,4,3729,1,1,1,1
50,1,1,2,0,1,0,0,4,2,1,999,0,1,-2.9,92.963,-40.8,1.26,5076.2,999,0,3730,0,0,0,0
29,0,2,6,0,1,0,0,0,4,1,5,2,2,-1.8,93.075,-47.1,1.498,5099.1,0.166666667,0,3731,1,1,1,1
31.8058536,0,2,3,0,0,0,0,3,3,3,999,0,1,1.4,93.918,-42.7,4.962,5228.1,999,0,3732,0,0,0,0
53,0,1,6,0,1,0,0,1,4,2,999,0,1,1.4,93.444,-36.1,4.965,5228.1,999,0,3733,0,0,0,0
42,1,1,2,0,1,0,1,4,0,2,999,0,1,1.4,94.465,-41.8,4.959,5228.1,999,0,3734,0,0,0,0
29,4,2,6,0,1,0,0,1,2,2,999,0,1,1.4,93.444,-36.1,4.962,5228.1,999,0,3735,0,0,0,0
39,2,1,5,0,1,0,0,7,2,1,999,0,1,-0.1,93.2,-42,4.076,5195.8,999,0,3736,0,0,0,0
38.43087298,9,1,6,0,0,0,1,6,1,5,999,0,1,1.1,93.994,-36.4,4.858,5191,999,0,3737,0,0,0,0
50,9,1,5,0,1,1,1,4,3,1,999,0,1,1.4,94.465,-41.8,4.961,5228.1,999,0,3738,0,0,0,0
42,1,1,0,0,0,0,1,6,4,1,999,0,1,1.1,93.994,-36.4,4.859,5191,999,0,3739,0,0,0,0
47,7,1,3,0,1,0,0,7,3,1,999,0,1,-0.1,93.2,-42,4.153,5195.8,999,0,3740,0,0,0,0
45,1,1,1,0,0,0,0,0,0,2,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,999,0,3741,0,0,0,0
31,0,2,6,0,1,0,0,7,4,1,2,5,2,-1.1,94.767,-50.8,1.048,4963.6,0.066666667,5,3742,0,0,1,0
35,0,2,6,0,1,0,0,1,3,2,999,0,1,1.4,93.444,-36.1,4.965,5228.1,999,0,3743,0,0,0,0
58,1,1,3,0,1,0,1,6,4,12,999,0,1,1.1,93.994,-36.4,4.858,5191,999,0,3744,0,0,0,0
39,4,0,6,0,0,0,0,6,4,4,999,0,1,-1.8,92.893,-46.2,1.281,5099.1,999,0,3745,0,0,0,0
40.38875066,0,1,6,0,1,0,0,3,4,10,999,0,1,1.4,93.918,-42.7,4.963,5228.1,999,0,3746,0,0,0,0
35,9,1,5,0,1,0,1,6,4,3,999,0,1,1.1,93.994,-36.4,4.857,5191,999,0,3747,0,0,0,0
41,1,2,1,0,0,1,1,4,1,1,999,0,1,1.4,94.465,-41.8,4.961,5228.1,999,0,3748,0,0,0,0
42.66315789,6,1,3,0,0,0,0,0,4,1,999,0,1,-1.8,93.075,-47.1,1.498,5099.1,999,0,3749,0,0,0,0
48,9,1,2,0,0,0,0,9,3,3,999,1,0,-3.4,92.379,-29.8,0.819,5017.5,999,5,3750,0,1,0,0
45,1,1,2,0,1,0,1,6,0,5,999,0,1,1.1,93.994,-36.4,4.857,5191,999,0,3751,0,0,0,0
54,9,0,5,0,1,0,0,6,4,1,999,1,0,-1.8,92.893,-46.2,1.334,5099.1,999,1,3752,0,0,0,0
40.89310395,7,1,3,0,0,0,0,6,2,2,999,2,0,-1.8,92.893,-46.2,1.327,5099.1,999,6,3753,0,0,0,0
41,1,1,1,0,0,0,0,6,4,1,999,0,1,-1.8,92.893,-46.2,1.334,5099.1,999,0,3754,0,0,0,0
43,7,0,3,0,0,0,0,0,2,1,999,0,1,-1.8,93.075,-47.1,1.483,5099.1,999,0,3755,0,0,0,0
42,1,1,1,0,1,0,0,3,4,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,999,0,3756,0,0,0,0
39,7,1,3,0,0,0,0,3,3,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,999,0,3757,0,0,0,0
41,9,1,5,0,1,0,0,1,0,9,999,0,1,1.4,93.444,-36.1,4.963,5228.1,999,0,3758,0,0,0,0
55,9,1,5,0,0,0,0,1,4,7,999,0,1,1.4,93.444,-36.1,4.964,5228.1,999,0,3759,0,0,0,0
27,9,2,6,0,1,0,1,6,1,9,999,0,1,-1.8,92.893,-46.2,1.354,5099.1,999,0,3760,0,0,0,0
31,1,1,1,0,1,0,1,6,0,2,999,0,1,1.1,93.994,-36.4,4.857,5191,999,0,3761,0,0,0,0
39.9126472,1,1,0,0,0,0,1,4,0,3,999,0,1,1.4,94.465,-41.8,4.962,5228.1,999,0,3762,0,0,0,0
25,7,2,3,0,1,0,0,3,0,3,999,0,1,1.4,93.918,-42.7,4.957,5228.1,999,0,3763,0,0,0,0
37,10,2,2,0,1,0,1,4,1,1,999,0,1,1.4,94.465,-41.8,4.961,5228.1,999,0,3764,0,0,0,0
32,7,1,3,0,0,0,0,3,1,4,999,0,1,1.4,93.918,-42.7,4.96,5228.1,999,0,3765,0,0,0,0
40.45468782,7,1,3,0,1,0,1,6,3,1,999,0,1,1.1,93.994,-36.4,4.856,5191,999,0,3766,0,0,0,0
32.37666667,6,2,6,0,1,0,0,9,2,1,6,4,2,-1.1,94.199,-37.5,0.878,4963.6,0.2,0,3767,1,1,1,1
26,10,2,6,0,1,0,0,0,3,3,999,0,1,-1.8,93.075,-47.1,1.423,5099.1,999,0,3768,0,0,0,0
30,6,1,6,0,0,0,0,6,1,4,999,0,1,-1.8,92.893,-46.2,1.354,5099.1,999,0,3769,0,0,0,0
28,1,1,2,0,0,0,1,4,2,1,999,0,1,1.4,94.465,-41.8,4.866,5228.1,999,0,3770,0,0,0,0
32,0,1,3,0,1,0,0,7,3,1,999,0,1,-3.4,92.649,-30.1,0.72,5017.5,999,0,3771,0,0,0,0
39,0,2,6,0,0,0,1,6,3,2,999,0,1,1.1,93.994,-36.4,4.857,5191,999,0,3772,0,0,0,0
50,4,1,6,0,0,0,0,7,3,1,999,0,1,-0.1,93.2,-42,4.153,5195.8,999,0,3773,0,0,0,0
52,7,1,3,0,1,1,0,1,1,2,999,0,1,1.4,93.444,-36.1,4.965,5228.1,999,0,3774,0,0,0,0
60,0,1,6,0,0,0,0,1,0,2,999,0,1,1.4,93.444,-36.1,4.966,5228.1,999,0,3775,0,0,0,0
40.07032209,9,0,6,0,1,0,0,1,2,2,999,0,1,1.4,93.444,-36.1,4.963,5228.1,999,0,3776,0,0,0,0
57,1,0,0,0,1,0,1,6,4,1,999,0,1,1.1,93.994,-36.4,4.857,5191,999,0,3777,0,0,0,0
32,9,2,5,0,1,0,0,3,0,2,999,0,1,1.4,93.918,-42.7,4.963,5228.1,999,0,3778,0,0,0,0
56,4,1,2,0,0,0,0,0,3,1,999,0,1,-1.8,93.075,-47.1,1.423,5099.1,999,0,3779,0,0,0,0
35,4,1,6,0,0,1,1,1,1,5,999,0,1,1.4,93.444,-36.1,4.965,5228.1,999,0,3780,0,0,0,0
49,9,1,5,0,1,1,0,3,0,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,999,0,3781,0,0,0,0
27,9,2,5,0,0,0,1,6,2,2,999,0,1,1.1,93.994,-36.4,4.86,5191,999,0,3782,0,0,0,0
44,0,0,3,0,0,1,0,3,3,4,999,0,1,-2.9,92.469,-33.6,0.908,5076.2,999,0,3783,0,0,0,0
35,7,1,3,0,1,0,0,0,4,2,999,0,1,-1.8,93.075,-47.1,1.445,5099.1,999,0,3784,0,0,0,0
43,1,1,1,0,0,0,1,4,2,1,999,0,1,1.4,94.465,-41.8,4.958,5228.1,999,0,3785,0,0,0,0
24,7,2,3,0,0,0,0,3,4,5,999,0,1,1.4,93.918,-42.7,4.963,5228.1,999,0,3786,0,0,0,0
53,9,1,6,0,1,0,0,3,0,3,999,0,1,-2.9,92.469,-33.6,1.059,5076.2,999,0,3787,0,0,0,0
29,0,2,3,0,1,0,0,3,1,2,999,0,1,1.4,93.918,-42.7,4.96,5228.1,999,0,3788,0,0,0,0
24,0,1,6,0,1,0,0,3,4,1,999,0,1,1.4,93.918,-42.7,4.963,5228.1,999,0,3789,0,0,0,0
29,0,2,3,0,0,0,0,3,0,1,999,0,1,-2.9,92.469,-33.6,1.059,5076.2,999,0,3790,0,0,0,0
55,0,0,0,0,1,0,1,4,0,6,999,0,1,1.4,94.465,-41.8,4.959,5228.1,999,0,3791,0,0,0,0
29,0,2,6,0,0,0,0,6,4,1,999,2,0,-1.8,93.876,-40,0.668,5008.7,999,4,3792,0,0,0,0
35,0,1,3,0,1,0,0,6,0,1,999,0,1,-1.8,92.893,-46.2,1.259,5099.1,999,0,3793,0,0,0,0
30,9,1,5,0,0,1,1,4,1,1,999,0,1,1.4,94.465,-41.8,4.96,5228.1,999,0,3794,0,0,0,0
46,1,1,0,0,0,0,0,3,1,29,999,0,1,1.4,93.918,-42.7,4.962,5228.1,999,0,3795,0,0,0,0
44.68274445,3,1,0,0,1,1,1,6,3,2,999,0,1,1.1,93.994,-36.4,4.857,5191,999,0,3796,0,0,0,0
31,0,2,6,0,0,0,0,1,2,1,999,0,1,1.4,93.444,-36.1,4.964,5228.1,999,0,3797,0,0,0,0
31,1,1,2,0,0,0,1,6,3,2,999,0,1,1.1,93.994,-36.4,4.856,5191,999,0,3798,0,0,0,0
30,1,2,3,0,1,0,1,3,2,16,999,0,1,1.4,93.918,-42.7,4.968,5228.1,999,0,3799,0,0,0,0
36,0,1,3,0,1,0,0,1,0,11,999,0,1,1.4,93.444,-36.1,4.964,5228.1,999,0,3800,0,0,0,0
35,0,1,6,0,1,0,0,6,0,1,999,0,1,-1.8,92.893,-46.2,1.313,5099.1,999,0,3801,0,0,0,0
43,1,1,0,0,1,0,1,6,0,2,999,0,1,1.1,93.994,-36.4,4.857,5191,999,0,3802,0,0,0,0
36,4,1,6,0,1,0,0,7,4,2,999,0,1,-0.1,93.2,-42,4.12,5195.8,999,0,3803,0,0,0,0
32.81491963,9,2,6,0,1,1,1,4,2,2,999,0,1,1.4,94.465,-41.8,4.866,5228.1,999,0,3804,0,0,0,0
31,1,2,2,0,0,0,1,4,4,7,999,0,1,1.4,94.465,-41.8,4.962,5228.1,999,0,3805,0,0,0,0
38,4,1,5,0,0,0,0,7,2,1,999,0,1,-0.1,93.2,-42,4.076,5195.8,999,0,3806,0,0,0,0
41,7,1,3,0,0,0,0,0,0,1,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,999,0,3807,0,0,0,0
32,9,2,3,0,0,0,0,1,3,5,999,0,1,1.4,93.444,-36.1,4.965,5228.1,999,0,3808,0,0,0,0
54,7,1,0,0,0,0,1,3,4,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,999,0,3809,0,0,0,0
48,0,2,6,0,1,0,0,7,1,2,999,0,1,-0.1,93.2,-42,4.191,5195.8,999,0,3810,0,0,0,0
43.69270648,4,1,6,0,0,0,1,6,3,4,999,0,1,1.1,93.994,-36.4,4.856,5191,999,0,3811,0,0,0,0
44,0,2,5,0,1,0,1,7,2,8,999,0,1,-0.1,93.2,-42,4.076,5195.8,999,0,3812,0,0,0,0
29,1,2,3,0,0,0,1,6,0,3,999,0,1,1.1,93.994,-36.4,4.855,5191,999,0,3813,0,0,0,0
49,4,0,3,0,0,0,1,6,1,1,999,0,1,1.1,93.994,-36.4,4.857,5191,999,0,3814,0,0,0,0
47,1,2,0,0,0,0,0,6,3,4,999,1,0,-1.8,92.893,-46.2,1.344,5099.1,999,0,3815,0,0,0,0
32,1,1,2,0,0,0,1,6,3,4,999,0,1,1.1,93.994,-36.4,4.856,5191,999,0,3816,0,0,0,0
25,6,2,3,0,0,0,1,6,2,3,999,0,1,1.1,93.994,-36.4,4.86,5191,999,0,3817,0,0,0,0
45,4,2,0,0,1,0,1,4,0,2,999,0,1,1.4,94.465,-41.8,4.959,5228.1,999,0,3818,0,0,0,0
34,8,2,6,0,1,0,0,7,2,1,999,2,0,-1.1,94.767,-50.8,1.031,4963.6,999,0,3819,0,0,0,0
31,9,2,5,0,0,0,0,1,0,2,999,0,1,1.4,93.444,-36.1,4.966,5228.1,999,0,3820,0,0,0,0
45,1,1,2,0,1,1,1,6,4,1,999,0,1,1.1,93.994,-36.4,4.856,5191,999,0,3821,0,0,0,0
34,9,1,5,0,0,0,0,0,1,6,999,0,1,-1.8,93.075,-47.1,1.365,5099.1,999,0,3822,0,0,0,0
28,1,2,2,0,1,0,0,3,1,2,999,0,1,1.4,93.918,-42.7,4.957,5228.1,999,0,3823,0,0,0,0
36.64476496,4,1,6,0,1,0,0,6,3,1,999,0,1,-1.8,92.893,-46.2,1.266,5099.1,999,0,3824,0,0,0,0
43,0,0,3,0,0,0,0,3,4,2,999,0,1,1.4,93.918,-42.7,4.963,5228.1,999,0,3825,0,0,0,0
57,5,1,6,0,1,0,0,1,4,1,999,1,0,-2.9,92.201,-31.4,0.834,5076.2,999,1,3826,0,0,0,0
38,9,1,5,0,1,1,0,7,4,3,999,0,1,-0.1,93.2,-42,4.12,5195.8,999,0,3827,0,0,0,0
52,0,0,6,0,0,0,0,7,1,2,999,0,1,-0.1,93.2,-42,4.191,5195.8,999,0,3828,0,0,0,0
38,0,1,6,0,0,0,0,1,0,9,999,0,1,1.4,93.444,-36.1,4.963,5228.1,999,0,3829,0,0,0,0
34.74922586,2,2,3,0,1,0,0,7,2,3,999,0,1,-0.1,93.2,-42,4.076,5195.8,999,0,3830,0,0,0,0
28.77020484,7,2,3,0,1,1,0,4,1,1,999,0,1,-2.9,92.963,-40.8,1.26,5076.2,999,0,3831,0,0,0,0
39,1,1,3,0,1,0,1,6,0,2,999,0,1,1.1,93.994,-36.4,4.855,5191,999,0,3832,0,0,0,0
28,0,1,3,0,0,0,1,6,3,6,999,0,1,1.1,93.994,-36.4,4.856,5191,999,0,3833,0,0,0,0
44.32467981,4,1,6,0,1,0,0,7,2,2,999,0,1,-0.1,93.2,-42,4.076,5195.8,999,0,3834,0,0,0,0
40,9,1,5,0,1,0,0,3,2,10,999,0,1,1.4,93.918,-42.7,4.968,5228.1,999,0,3835,0,0,0,0
46,0,1,6,0,0,0,1,4,2,1,999,0,1,1.4,94.465,-41.8,4.866,5228.1,999,0,3836,0,0,0,0
35,0,1,3,0,1,0,1,6,1,2,999,0,1,1.1,93.994,-36.4,4.857,5191,999,0,3837,0,0,0,0
33,0,1,3,0,0,1,0,6,2,1,999,1,0,-1.8,92.893,-46.2,1.327,5099.1,999,1,3838,0,0,0,0
43,1,1,0,0,0,0,1,6,4,1,999,0,1,1.1,93.994,-36.4,4.857,5191,999,0,3839,0,0,0,0
54,0,2,6,0,0,0,0,6,1,1,999,0,1,-1.8,92.893,-46.2,1.264,5099.1,999,0,3840,0,0,0,0
32,0,1,3,0,1,0,0,3,3,7,999,0,1,1.4,93.918,-42.7,4.961,5228.1,999,0,3841,0,0,0,0
49.71165966,7,1,0,0,1,1,0,1,3,2,999,0,1,1.4,93.444,-36.1,4.963,5228.1,999,0,3842,0,0,0,0
40,1,1,1,0,1,0,1,4,1,2,999,0,1,1.4,94.465,-41.8,4.865,5228.1,999,0,3843,0,0,0,0
42.42109758,7,1,3,0,1,1,0,3,1,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,999,0,3844,0,0,0,0
26,0,2,6,0,1,0,0,0,2,1,999,0,1,-1.8,93.075,-47.1,1.41,5099.1,999,0,3845,0,1,0,0
32,0,2,6,0,0,0,1,4,0,4,999,0,1,1.4,94.465,-41.8,4.967,5228.1,999,0,3846,0,0,0,0
27,0,2,6,0,1,0,0,1,0,2,999,0,1,-1.7,94.027,-38.3,0.905,4991.6,999,0,3847,1,0,1,1
44.26831759,3,1,2,0,0,0,1,4,2,1,999,0,1,1.4,94.465,-41.8,4.866,5228.1,999,0,3848,0,0,0,0
33,1,1,5,0,1,0,0,4,4,1,999,0,1,-2.9,92.963,-40.8,1.26,5076.2,999,0,3849,0,0,0,0
39,1,1,0,0,1,1,1,6,3,2,999,0,1,1.1,93.994,-36.4,4.856,5191,999,0,3850,0,0,0,0
67.4,5,1,0,0,0,0,0,2,4,1,4,3,2,-3,92.713,-33,0.72,5023.5,0.133333333,3,3851,1,1,1,1
49,1,1,0,0,0,0,1,4,2,2,999,0,1,1.4,94.465,-41.8,4.958,5228.1,999,0,3852,0,0,0,0
55,0,1,3,0,1,0,0,6,0,3,999,0,1,-1.8,92.893,-46.2,1.25,5099.1,999,0,3853,0,0,0,0
26,6,1,3,0,0,0,0,6,2,3,999,0,1,-1.8,92.893,-46.2,1.266,5099.1,999,0,3854,0,0,0,0
52,0,1,3,0,1,0,1,4,0,3,999,0,1,1.4,94.465,-41.8,4.959,5228.1,999,0,3855,0,0,0,0
40.32447618,7,1,3,0,0,0,1,6,3,1,999,0,1,1.1,93.994,-36.4,4.857,5191,999,0,3856,0,0,0,0
31,2,1,2,0,1,0,1,4,0,2,999,0,1,1.4,94.465,-41.8,4.959,5228.1,999,0,3857,0,0,0,0
29,0,2,6,0,1,0,0,1,4,1,999,0,1,1.4,93.444,-36.1,4.964,5228.1,999,0,3858,0,0,0,0
36,0,1,6,0,1,1,0,1,1,3,999,0,1,1.4,93.444,-36.1,4.965,5228.1,999,0,3859,0,0,0,0
34,7,1,3,0,0,0,1,3,4,2,999,0,1,1.4,93.918,-42.7,4.963,5228.1,999,0,3860,0,0,0,0
35,0,1,6,0,0,0,0,7,3,2,999,0,1,-0.1,93.2,-42,4.153,5195.8,999,0,3861,0,0,0,0
33.09633154,8,2,3,0,0,0,1,6,0,4,999,0,1,1.1,93.994,-36.4,4.859,5191,999,0,3862,0,0,0,0
36,7,1,3,0,0,0,1,4,0,3,999,0,1,1.4,94.465,-41.8,4.962,5228.1,999,0,3863,0,0,0,0
45.82302619,7,1,3,0,0,0,0,1,4,1,999,0,1,1.4,93.444,-36.1,4.964,5228.1,999,0,3864,0,0,0,0
28,6,1,2,0,1,0,1,7,4,1,999,1,0,-0.1,93.2,-42,4.12,5195.8,999,2,3865,0,0,0,0
43,0,1,6,0,1,0,0,1,0,3,999,0,1,1.4,93.444,-36.1,4.966,5228.1,999,0,3866,0,0,0,0
34,7,1,3,0,0,0,0,7,4,3,999,1,0,-0.1,93.2,-42,4.12,5195.8,999,3,3867,0,0,0,0
36.635647,1,1,1,0,1,0,0,6,2,1,999,0,1,-1.8,92.893,-46.2,1.327,5099.1,999,0,3868,0,0,0,0
31,1,2,3,0,0,0,0,6,4,1,999,1,0,-1.8,92.893,-46.2,1.334,5099.1,999,0,3869,0,0,0,0
44.44797035,4,1,6,0,0,0,0,1,2,18,999,0,1,1.4,93.444,-36.1,4.962,5228.1,999,0,3870,0,0,0,0
41,3,1,6,0,0,0,1,6,0,1,999,0,1,1.1,93.994,-36.4,4.859,5191,999,0,3871,0,0,0,0
32,7,1,3,0,0,0,1,6,3,1,999,0,1,1.1,93.994,-36.4,4.857,5191,999,0,3872,0,0,0,0
50,7,2,3,0,0,0,0,3,4,9,999,0,1,1.4,93.918,-42.7,4.963,5228.1,999,0,3873,0,0,0,0
46.39528941,2,1,0,0,1,0,0,3,2,20,999,0,1,1.4,93.918,-42.7,4.968,5228.1,999,0,3874,0,0,0,0
24,4,1,6,0,1,0,0,3,4,2,999,0,1,1.4,93.918,-42.7,4.962,5228.1,999,0,3875,0,0,0,0
32,0,1,6,0,1,1,1,4,3,1,999,0,1,1.4,94.465,-41.8,4.864,5228.1,999,0,3876,0,0,0,0
39,4,1,6,0,0,0,0,1,2,2,999,0,1,1.4,93.444,-36.1,4.968,5228.1,999,0,3877,0,0,0,0
41.26681298,0,1,5,0,1,0,1,4,2,2,999,0,1,1.4,94.465,-41.8,4.866,5228.1,999,0,3878,0,0,0,0
36,1,1,1,0,1,1,1,6,4,1,999,0,1,1.1,93.994,-36.4,4.859,5191,999,0,3879,0,0,0,0
32,1,1,3,0,1,0,1,7,1,1,999,0,1,-0.1,93.2,-42,4.191,5195.8,999,0,3880,0,0,0,0
36.2273652,10,1,6,0,1,0,0,3,2,2,999,0,1,1.4,93.918,-42.7,4.958,5228.1,999,0,3881,0,0,0,0
57,1,0,0,0,1,0,1,6,0,1,999,0,1,1.1,93.994,-36.4,4.857,5191,999,0,3882,0,0,0,0
33,0,1,6,0,1,0,0,4,3,1,999,0,1,-2.9,92.963,-40.8,1.262,5076.2,999,0,3883,0,0,0,0
32,0,2,6,0,0,0,0,1,2,1,999,0,1,1.4,93.444,-36.1,4.964,5228.1,999,0,3884,0,0,0,0
38,2,1,5,0,1,0,0,6,3,1,999,0,1,-1.8,92.893,-46.2,1.344,5099.1,999,0,3885,0,0,0,0
33,1,2,2,0,1,0,1,4,1,4,999,0,1,1.4,94.465,-41.8,4.865,5228.1,999,0,3886,0,0,0,0
27,1,2,2,0,0,0,0,3,1,5,999,0,1,1.4,93.918,-42.7,4.96,5228.1,999,0,3887,0,0,0,0
85,3,1,0,0,0,0,0,0,3,1,999,0,1,-1.8,93.749,-34.6,0.642,5008.7,999,0,3888,0,1,0,0
46,0,0,6,0,0,0,0,7,2,1,999,0,1,-0.1,93.2,-42,4.076,5195.8,999,0,3889,0,0,0,0
38.61806206,1,1,1,0,0,1,1,6,4,1,999,0,1,1.1,93.994,-36.4,4.858,5191,999,0,3890,0,0,0,0
31,0,2,6,0,0,1,0,6,2,3,999,0,1,-1.8,92.893,-46.2,1.266,5099.1,999,0,3891,0,0,0,0
37,1,2,2,0,0,0,0,6,4,2,999,2,0,-1.8,92.893,-46.2,1.334,5099.1,999,4,3892,0,0,0,0
38,0,0,6,0,1,0,0,7,2,3,999,0,1,-0.1,93.2,-42,4.076,5195.8,999,0,3893,0,0,0,0
34,0,2,3,0,1,0,0,6,2,2,999,0,1,-1.8,92.893,-46.2,1.327,5099.1,999,0,3894,0,0,0,0
41.77575758,0,2,6,0,1,0,0,6,1,3,999,1,0,-1.8,92.893,-46.2,1.244,5099.1,999,3,3895,0,0,0,0
38,7,1,3,0,1,0,0,3,3,1,999,0,1,1.4,93.918,-42.7,4.961,5228.1,999,0,3896,0,0,0,0
37,9,1,3,0,0,0,0,7,3,1,999,0,1,-0.1,93.2,-42,4.153,5195.8,999,0,3897,0,0,0,0
35,9,1,3,0,0,0,1,6,4,3,999,0,1,1.1,93.994,-36.4,4.858,5191,999,0,3898,0,0,0,0
48,9,0,5,0,1,1,0,3,4,1,999,0,1,1.4,93.918,-42.7,4.963,5228.1,999,0,3899,0,0,0,0
33,9,0,3,0,0,0,0,6,0,1,999,0,1,-1.8,92.893,-46.2,1.25,5099.1,999,0,3900,0,0,0,0
32,0,1,3,0,1,0,0,3,4,1,999,0,1,1.4,93.918,-42.7,4.963,5228.1,999,0,3901,0,0,0,0
51.1827781,3,1,0,0,0,0,1,3,3,2,999,0,1,1.4,93.918,-42.7,4.961,5228.1,999,0,3902,0,0,0,0
40,2,1,6,0,0,0,1,6,0,1,999,0,1,1.1,93.994,-36.4,4.859,5191,999,0,3903,0,0,0,0
38.72713756,1,1,2,0,1,1,0,6,2,2,999,0,1,-1.8,92.893,-46.2,1.299,5099.1,999,0,3904,0,0,0,0
36.35188198,1,1,3,0,1,1,0,6,4,2,999,0,1,-1.8,92.893,-46.2,1.281,5099.1,999,0,3905,0,0,0,0
44,1,2,1,0,1,1,0,3,3,2,999,0,1,1.4,93.918,-42.7,4.962,5228.1,999,0,3906,0,0,0,0
27,7,2,3,0,1,1,0,6,1,3,999,1,0,-1.8,92.893,-46.2,1.244,5099.1,999,0,3907,0,0,0,0
48,2,1,1,0,0,0,0,6,4,1,999,0,1,-1.8,92.893,-46.2,1.334,5099.1,999,0,3908,0,0,0,0
53,1,1,2,0,0,1,1,4,3,8,999,0,1,1.4,94.465,-41.8,4.961,5228.1,999,0,3909,0,0,0,0
26,0,2,6,0,1,0,0,3,3,5,999,0,1,1.4,93.918,-42.7,4.961,5228.1,999,0,3910,0,0,0,0
31,9,1,6,0,1,0,0,6,1,1,999,0,1,-1.8,92.893,-46.2,1.299,5099.1,999,0,3911,0,0,0,0
50.0546465,4,0,3,0,0,0,0,7,2,2,999,0,1,-0.1,93.2,-42,4.076,5195.8,999,0,3912,0,0,0,0
45,9,1,5,0,1,0,0,1,3,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,999,0,3913,0,0,0,0
36,9,1,3,0,0,0,0,1,1,3,999,0,1,1.4,93.444,-36.1,4.965,5228.1,999,0,3914,0,0,0,0
